Issue key,Priority,Summary,Issue type,Description,Status,Component,Reporter,Assignee,Created,Updated,Resolved,Resolution,EPD team,Epic link,Epic name,Story points,Fix versions,Last Sprint,Sprints,Labels,Original estimate,Remaining estimate,Time spent,Flagged
EIP1-7151,Three,,Story,"*As a* OE Admin
*In order to* ensure the DOB details are correct
*I want to* be able to edit an applicants date of birth data 

----

h2. Context

When processing proxy applications, administrators may need to edit the *DOB* to ensure the data is accurate. 

This ticket relates to [https://technologyprogramme.atlassian.net/browse/EIP1-7443|https://technologyprogramme.atlassian.net/browse/EIP1-7443|smart-link] 

----

h2. Acceptance Criteria 

h3. Scenario 1 - Edit Option

*Given* a OE Application
*When* viewing the Application Details Tab Elector Details section
*Then* the ‘Change’ option should display for:

* Date of birth 

h3. Scenario 2 - Edit Initiated  

*Given* a OE Application
*When* viewing the Application details tab 
*And* I click the ‘Change’ option for date of birth 
*Then* I am displayed the Edit view for date of birth [https://technologyprogramme.atlassian.net/browse/EIP1-7443|https://technologyprogramme.atlassian.net/browse/EIP1-7443|smart-link] 
*And* below edit sections are displayed:

date of birth 

h3. Scenario 3 - Date of Birth

*Given* a OE Application
*When* viewing the Edit screen
*Then* I must be able to change the Date of Birth
*And* validation rules from the creation are inherited 

h3. Scenario 4 - Save - Fail Validation

*Given* a OE Application
*When* I have saved changes 
*And* the values I have provided fail validation
*Then* I am presented with the appropriate validation messages when validation rules are broken
*And* I am unable to continue
*And* no changes are saved 

h3. Scenario 5 - Save - Pass Validation

*Given* a OE Application
*When* I have saved changes
*And* the values I have provided pass validation
*Then* my changes are saved 
*And* I am returned to the Application Details tab 

h3. Scenario 6 - Cancel

*Given* a OE Application
*When* viewing the Edit screen
*Then* I must be able to ‘Cancel’ and return to the Application Details tab
*And* no changes are saved",To Do,,yusuf.eldin,,15/Aug/23 10:26 AM,11/Sep/23 10:35 PM,,,,EIP1-4886,,,,,,Beta|OE|Refined|Valtech,,,,
EIP1-7152,Three,,Story,"*As a* OE Admin
*In order to* ensure the contact details are correct
*I want to* be able to edit the British citizenship details data

----

h2. Context

When processing proxy applications, administrators may need to edit the *contact details* to ensure the data is accurate. 

----

h2. Notes 

{color:#ff5630}Confirmation of position of contact details within manual creation flow required {color}

----

h2. Acceptance Criteria 

h3. Scenario 1 - Edit Option

*Given* a OE Application
*When* viewing the Application Details Tab Elector Details section
*Then* the ‘Change’ option should display for:

* Contact details 

h3. Scenario 2 - Edit Initiated  

*Given* a OE Application
*When* viewing the Application details tab 
*And* I click the ‘Change’ option for contact details 
*Then* I am displayed the Edit view for contact details 
*And* below edit sections are displayed:

phone number 

email address 

h3. Scenario 3 - phone number 

*Given* a OE Application
*When* viewing the Edit screen
*Then* I must be able to change the Date of Birth
*And* validation rules from the creation are inherited 

h3. Scenario 4 - email address 

*Given* a OE Application
*When* viewing the Edit screen
*Then* I must be able to change the email address
*And* validation rules from the creation are inherited 

h3. Scenario 4 - Save - Fail Validation

*Given* a OE Application
*When* I have saved changes 
*And* the values I have provided fail validation
*Then* I am presented with the appropriate validation messages when validation rules are broken
*And* I am unable to continue
*And* no changes are saved 

h3. Scenario 5 - Save - Pass Validation

*Given* a OE Application
*When* I have saved changes
*And* the values I have provided pass validation
*Then* my changes are saved 
*And* I am returned to the Application Details tab 

h3. Scenario 6 - Cancel

*Given* a OE Application
*When* viewing the Edit screen
*Then* I must be able to ‘Cancel’ and return to the Application Details tab
*And* no changes are saved",To Do,,yusuf.eldin,,15/Aug/23 10:41 AM,11/Sep/23 10:41 PM,,,,EIP1-4886,,,,,,Beta|OE|RefineInProgress|Valtech,,,,
EIP1-7154,Three,,Story,"*As a* OE Admin
*In order to* ensure the Qualifying address details are correct
*I want to* be able to edit the qualifying address details data

----

h2. Context

When processing proxy applications, administrators may need to edit the qualifying address details to ensure the data is accurate. 



----

h2. Notes 

{color:#ff5630}The following fields which are editable in the application details section for qualifying address are not catered for in the manual case creation wireframes and will require to be added {color}

* {color:#ff5630}UPRN of last known address in the UK {color}
* {color:#ff5630}Previously registered to vote {color}
* {color:#ff5630}Date left the UK {color}

[https://technologyprogramme.atlassian.net/browse/EIP1-7445|https://technologyprogramme.atlassian.net/browse/EIP1-7445|smart-link] 

----

h2. Acceptance Criteria 

h3. Scenario 1 - Edit Option

*Given* a OE Application
*When* viewing the Application Details Tab Elector Details section
*Then* the ‘Change’ option should display for:

* Last known/ last registered address in the UK 
* UPRN of last known address in the UK 
* Previously registered to vote 
* Date left the UK 

h3. Scenario 2 - Edit initiated

*Given* a OE Application
*When* viewing the Application details tab 
*And* I click the ‘Change’ option for any of the data points in scenario 1 
*Then* I am displayed the Edit view [https://technologyprogramme.atlassian.net/browse/EIP1-7445|https://technologyprogramme.atlassian.net/browse/EIP1-7445|smart-link] 
*And* I can manually edit these details 

h3. Scenario 4 - Save - Fail Validation

*Given* a OE Application
*When* I have saved changes 
*And* the values I have provided fail validation
*Then* I am presented with the appropriate validation messages when validation rules are broken
*And* I am unable to continue
*And* no changes are saved 

h3. Scenario 5 - Save - Pass Validation

*Given* a OE Application
*When* I have saved changes
*And* the values I have provided pass validation
*Then* my changes are saved 
*And* I am returned to the Application Details tab 

h3. Scenario 6 - Cancel

*Given* a OE Application
*When* viewing the Edit screen
*Then* I must be able to ‘Cancel’ and return to the Application Details tab
*And* no changes are saved",To Do,,yusuf.eldin,,15/Aug/23 11:08 AM,11/Sep/23 7:26 AM,,,,EIP1-4886,,,,,,Beta|OE|Refined|Valtech,,,,
EIP1-7165,Three,,Story,"Update SQS loader to support search tickets.

This might not need any changes until the IER to EROP contract changes.

Might be worth a check that the data loader is working as expected. ",To Do,,Krister Bone,,16/Aug/23 2:55 PM,06/Sep/23 4:06 PM,,,,EIP1-3385,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7166,Three,,Story,"A review and refresh of the GetById API to align with updated design.

A proposed API structure can be found here:

[https://github.com/cabinetoffice/eip-ero-overseas-applications-api/pull/63|https://github.com/cabinetoffice/eip-ero-overseas-applications-api/pull/63|smart-link] 



OE designs have progressed considerably after development was halted.

Update the OE data model to support the new designs.

The model needs to support both:

# The IER supplied data model:
## EROP: [https://github.com/cabinetoffice/eip-ero-overseas-applications-api/blob/eip-main/src/main/resources/openapi/sqs/overseas-api-sqs-messaging-ier.yaml|https://github.com/cabinetoffice/eip-ero-overseas-applications-api/blob/eip-main/src/main/resources/openapi/sqs/overseas-api-sqs-messaging-ier.yaml]  (CreateOverseasVoteApplicationMessage)
## IER: [https://github.com/cabinetoffice/ierds/blob/eip-master/middle-tier/erop-api/src/erop-api-spec/reference/IER-EROP-APIs.yaml|https://github.com/cabinetoffice/ierds/blob/eip-master/middle-tier/erop-api/src/erop-api-spec/reference/IER-EROP-APIs.yaml]   (CreateRtvOverseasApplicationMessage)
## These should be identical and no changes haev been idenified but expect some to come as the Citizen UI is developed.
# The Manual Case Creation Data Capture: [https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=1%3A43&mode=design&t=94004MNkOimmiy46-1|https://www.figma.com/file/j9bnPoOWOs9YqswFXq3H6E/DLUHC-Page-layouts-OE?type=design&node-id=1%3A43&mode=design&t=94004MNkOimmiy46-1|smart-link] 

Optional Data:

Manual creation has relaxed field validation and created applications may not contain all data that is requried before sending to EMSs. The new “missingData” field will need to be reviewed and output fields that much be completed before applications can be send to EMSs. Postal and Proxy have implemented this pattern already too.

h2. Technical Notes

The main deviation from OAVA application structure is around:

* Qualifying Address

This is a complex area with multiple routes to “approving” the qualifying address sub-determination.

Note there are 2 route to applying:

# *Residency* - this is where you have never been registered but were eligeble. So you are trying to prove you lived in the UK under X address and were in fact eligible to vote (just didn't reg).
# *Registration* - this is where you are trying to prove you were registered previously in the UK.

The qualifying address can be “approved” via the following routes:

# Prior EMS / Electoral Roll Registration (If registration)
# DWP historical address check (If residency)
# Documentary evidence
# Local data matching
# Attestation 
# Qualifying Address Documents and Notes
# Under 18 (a + 1 other)
## Proof of relationship with parent or legal guardian (birth certificate?)
## Parent or legal guardian previously in EMS / electoral roll (If registration  - auto or manual)
## Parent or legal guardian DWP previous address check (If residency)
## Parent or legal guardian local data matching
## Parent or legal guardian documentary evidence
## Parent or legal guardian attestation

h2. Assumptions

# To determine if an application is a residency or registration application it is based on the value of the field “{{previouslyRegisteredOverseas}}""
# To determine if the applicant is applying as <18 when left the UK, this is derived by calculating age leaving UK → current age - date left uk",To Do,,Krister Bone,,16/Aug/23 2:59 PM,11/Sep/23 4:44 PM,,,,EIP1-3867,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7170,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to be able to record my progress in actions taken to verify an under 18 leaver’s right to vote 

so that I can process the application 

*Context*

*Screen designs*

!image-20230817-171851.png|width=552,height=997!



h2. *Acceptance Criteria*

*Upload Document*

*AC1: Proof of relationship* 

Given an authorised user is processing an application

WHEN they click the proof of relationship link 

THEN the user should navigate to the proof of relationship with parent/ legal guardian page ( see[https://technologyprogramme.atlassian.net/browse/EIP1-5276|https://technologyprogramme.atlassian.net/browse/EIP1-5276|smart-link] )

AND the proof of relationship status should update based on updates to that page (Incomplete/ confirmed) 



*AC2: Automated register check*

Given an authorised user is processing an application

WHEN they click the automated register check of parent/guardian

THEN the user should navigate to the electoral register check page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-5279|https://technologyprogramme.atlassian.net/browse/EIP1-5279|smart-link]  )

AND the proof of relationship status should update based on updates to that page (confirmed/ not confirmed) 



*AC3: Paper register check*

Given an authorised user is processing an application

WHEN they click the paper register check of parent/guardian

THEN the user should navigate to the electoral register check page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7196|https://technologyprogramme.atlassian.net/browse/EIP1-7196|smart-link]  )

AND the proof of relationship status should update based on updates to that page (confirmed/ not confirmed) 



*AC4 : local data matching*

Given an authorised user is processing an application

WHEN they click the local data matching 

THEN the user should navigate to the electoral register check page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7326|https://technologyprogramme.atlassian.net/browse/EIP1-7326|smart-link] 

AND the  local data matching  should update based on updates to that page (confirmed/ not confirmed) 



*AC4 : Documentary evidence* 

Given an authorised user is processing an application

WHEN they click the documentary evidence

THEN the user should navigate to the electoral register check page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7358|https://technologyprogramme.atlassian.net/browse/EIP1-7358|smart-link] 

AND the local data matching should update based on updates to that page (confirmed/ not confirmed)



*AC5 : attestation* 

Given an authorised user is processing an application

WHEN they click the local data matching 

THEN the user should navigate to the electoral register check page ( [https://technologyprogramme.atlassian.net/browse/EIP1-7327|https://technologyprogramme.atlassian.net/browse/EIP1-7327|smart-link] 

AND the  local data matching  should update based on updates to that page (confirmed/ not confirmed) ",To Do,,yusuf.eldin,,16/Aug/23 8:09 PM,08/Sep/23 2:43 PM,,,,EIP1-5175,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-7196,Three,,Story,"As an authorised user in the qualifying address tab

I WANT to be able to run register checks against an applicant’s parent’s details 

So that I can determine if an applicant is eligible to vote based on their parent’s previous registration status  

*Background* 

Once an ERO has checked the paper voter registration records they can manually verify within the paper registration record tab. 

This ticket related to the verification of a parent/carer’s previous registration. 



*Screen Designs*

!image-20230817-171420.png|width=100%!

!image-20230817-171642.png|width=527,height=691!



h3. Acceptance Criteria

*AC1: Confirm paper registration check* 

Given an authorised user is in the qualifying address tab 

WHEN they visit the paper register checks section 

THEN the UI should display the details provided in the application (see screen design)



*AC2: Confirm paper registration check* 

Given that the authorised user is in qualifying address tab 

AND has confirmed that the paper electoral register matches the details provided in the application 

WHEN the user clicks on the Confirm relationship button 

THEN a banner with text confirmation message, ERO email and date and time of confirmation will be displayed

AND confirmation will be recorded{color:#ff5630} {color}[https://technologyprogramme.atlassian.net/browse/EIP1-7335|https://technologyprogramme.atlassian.net/browse/EIP1-7335|smart-link] 



*AC3: reject paper registration check* 

Given that the authorised user is in qualifying address tab 

AND has not found a match between the paper electoral register and  the details provided in the application 

WHEN the user clicks on the Confirm relationship button 

THEN a banner with rejection message, ERO email and date and time of rejection will be displayed

AND confirmation will be recorded{color:#ff5630} {color}[https://technologyprogramme.atlassian.net/browse/EIP1-7335|https://technologyprogramme.atlassian.net/browse/EIP1-7335|smart-link] ",To Do,,yusuf.eldin,,17/Aug/23 6:05 PM,11/Sep/23 10:33 PM,,,,EIP1-5175,,,,,,Beta|OE|Refined|UI|Valtech,,,,
EIP1-7197,Three,,Story,"*As a* overseas-admin having made an error approving or rejecting a document
*I want* to undo approved and rejected document statuses
*So that* I can correct my mistake.

----

*Context*

* Extension to PATCH {{/eros/{eroId}/applications/{applicationId}/documents/{documentId}}} to allow setting status back to not-checked
* This is an omission to the original story 4814 so the same determination rules apply

----

*Acceptance Criteria*

h3. AC1: Set Signature Status - not-checked

*Given* an *authorised user*
*And* an {applicationId} of a overseas application
*And* a {documentId} of a document
*And* a overseas application with the {applicationId} for the current user's ERO is present in the database

{color:#ff5630}AND DETERMINATION RULES{color}
*And* a document with the {documentId} is associated to the overseas application
*When* I call the *Set Document Status API* to {{not-checked}}
*Then* the document status will be set to {{not-checked}}",To Do,,Krister Bone,,18/Aug/23 11:22 AM,11/Sep/23 11:53 AM,,,,EIP1-4308,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7198,Three,,Story,"*As an* ERO reviewing an electors exception identity information
*I want* to be able to indicate that I have verified or rejected the applicants identity based on the information provided
*So that* I can process the application to determination. 

*Context*

API story to support the implementation of [https://technologyprogramme.atlassian.net/browse/EIP1-5231|https://technologyprogramme.atlassian.net/browse/EIP1-5231|smart-link] 



h2. Technical Notes

Update to APIs: 

# PUT '/eros/{eroId}/applications/{applicationId}/identity-check'
# GET '/eros/{eroId}/applications/{applicationId}'

1 above needs extended with:

# Identity Check Type - enum - nino (not available via API), documentary evidence, local data matching, attestation.
# Notes (500 characters) 

h2. Acceptance Criteria

h3. S1: Set Identity Check Type and Notes - (201 Happy Path)

*Given an* ERO has reviewed an electors attestation / local data match information
*When* they accept or reject the information 
*Then* they can update the application’s identify check status to reflect the decision
*And* they can add notes to describe their reason

h3. S4: Application’s Identity Check is Determined - (409)

h3. S5: The application has been Determined (409)

h3. *S6:* (i) (Plus the usual 401/403/404 etc)",To Do,,Krister Bone,,18/Aug/23 11:40 AM,11/Sep/23 11:48 PM,,,,EIP1-4308,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7202,Three,,Story,"*As a* ERO viewing a document provided by the elector
*I want* to indicate why a document has been rejected and add notes where required
*So that* the reasons and notes can be used for reporting and used for communicating with electors


----

*Notes*

* Update Document Status API to to allow multiple rejection reasons when rejecting a document
* Add rejection reason notes to API
* Change rejection reason {{document-illegible}} to be {{applicant-details-not-clear}} instead

----

h2. Acceptance Criteria

h3. S1: Set Document Status and Notes - (201 Happy Path)

*Given* an ERO has reviewed an identify document on an overseas application
*When* they accept or reject the document
*Then* they can update the application’s document status to reflect the decision
*And* they can add notes to describe their reason

{color:#ff5630}ADD rejected rules{color}

h3. S2: Application’s Identity Check is Determined - (409)

h3. S3: The application has been Determined (409)

h3. *S4:* (i) (Plus the usual 401/403/404 etc)",To Do,,Krister Bone,,18/Aug/23 2:18 PM,11/Sep/23 11:56 AM,,,,EIP1-4308,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7204,Three,,Bug,"This is copied from 7028 previously in Postal so OE is assumed to have the same shortcoming. See commit e9159d34d3a7b1b5937db0eae39bc27809a68a43 in postal for fix.

Currently, when an identity verification status PUT request is sent with a status of ‘rejected’, this is saved in the backend as ‘pending-check’ and ‘awaiting-response’ is returned form the API in a subsequent get application by ID GET request.

This needs to be updated so that the identity verification status of ‘rejected’ can be saved and returned in relevant GET requests.",To Do,,Krister Bone,,18/Aug/23 2:25 PM,11/Sep/23 11:35 PM,,,,EIP1-4308,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7205,Three,,Story,"This is copied from 7032 - OE doesn’t support “identity check type” yet. Once #7198 is done, the DWP check needs to update the type.

When a nino identity check comes back with an auto match, the identity verification type needs to be set as ‘nino’",To Do,,Krister Bone,,18/Aug/23 2:27 PM,11/Sep/23 11:50 PM,,,,EIP1-4308,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7206,Three,,Story,"*As a* overseas-admin processing an application
*I want* to upload documentation evidence provided by the elector
*So that* I can associate documents to the application

h2. Context

The focus of this story is to enable the {{overseas-admin}} to upload a new document, so that it is displayed within the list of documents within the application.

h2. Extension 

Proposing the use of META data tags to give greater context to the documents within the application. This is to support much of the complexity around the QA process.

h2. Requirements

* A document will be added to an application’s list of documents. It will not replace any existing documents.
* It will not be possible to upload a document if the application has been approved/rejected, or if the identity verification is determined (e.g. by NINO).
* Once uploaded and moved to the target S3 bucket, the document’s status will be {{RECEIVED}}
* The overseas-admin will then need to approve/reject the document accordingly.
* We will not attempt to validate the document (other than it’s a document type - see below) . It will be the responsibility of the {{overseas-admin}} to ensure the document is appropriate. Backend will merely return a {{pre-signed S3 URL}}, which will then enable the UI to upload directly to S3 within a configured timeframe (2 to 5 minutes).
* Supported types: {{PNG}}, {{GIF}}, {{JPG}} or {{PDF}} formats - {color:#ff5630}See {color}[{color:#ff5630}https://github.com/cabinetoffice/eip-ero-voter-card-applications-api/blob/63364b22527485cd4c2277e46f3977f06242189a/src/main/resources/openapi/VoterCardApplicationAPIs.yaml#L4704{color}|https://github.com/cabinetoffice/eip-ero-voter-card-applications-api/blob/63364b22527485cd4c2277e46f3977f06242189a/src/main/resources/openapi/VoterCardApplicationAPIs.yaml#L4704]
* As part of the AWS {{GeneratePresignedUrlRequest}} -  add Meta Data as part of the {{GeneratePresignedUrlRequest}} which will then be read as part of the {{S3EventNotificationMessage}} namely:
** filename
** gss code
** application id
** document type
** proposed document id
** tags
* More info - this has been implemented for OAVA
** See [https://docs.aws.amazon.com/AmazonS3/latest/userguide/UsingMetadata.html|https://docs.aws.amazon.com/AmazonS3/latest/userguide/UsingMetadata.html|smart-link] 
** [https://stackoverflow.com/questions/37614286/aws-s3-add-set-update-specify-user-metadata-with-a-presigned-url|https://stackoverflow.com/questions/37614286/aws-s3-add-set-update-specify-user-metadata-with-a-presigned-url|smart-link] 
** And for reading back in the {{S3EventNotificationMessage}} use {{s3.getObjectMetadata()}} to read the stored userDefined metadata
** S3Event Schema : [https://github.com/cabinetoffice/eip-ero-voter-card-applications-api/blob/main/src/main/resources/openapi/sqs/vca-api-sqs-messaging-erop.yaml#L60|https://github.com/cabinetoffice/eip-ero-voter-card-applications-api/blob/main/src/main/resources/openapi/sqs/vca-api-sqs-messaging-erop.yaml#L60]
* The document’s original name will be preserved. (Whatever filename UI sends to us while requesting pre-signed url, it will be returned/preserved/saved to the target)

h2. Implementation Details

* Process flow:
** UI will call POST /eors/{erodId}/applications/{applicationId}/document - this will return a pre-signed URL to allow the UI to call PUT with the file to S3
*** Note this API takes the mine type to be uploaded from the UI and will restrict the types allowed to generate URLs for
*** This mine type is also use in the AWS {{GeneratePresignedUrlRequest}} generate call.
*** Copied from VAC request: 
*** Extended with META DATA tags to allow filtering documents to different use cases.
**** {noformat}{
  ""fileName"": ""water_bill.pdf"",
  ""mimeType"": ""image/png"",
  ""documentType"": ""birth-certificate"",
  ""tags"": [""identity"", ""qa"", ""parent-guardian""]
}{noformat}
** The document will be placed in the new S3 source overseas {{document}} upload bucket
** The source S3 bucket will be listen out for any new documents/images and send a generic SQS message ({{S3EventNotificationMessage}}) to the new queue ({{move-overseas-uploaded-application-document}})
** The document will be moved to the existing S3 target overseas bucket under the same folder structure where existing id docs are present
** A new document record will be added to the list of documents for an application
** Infra changes will be required for the new queue for S3Events
* For all intent and purposes, the document should end up being treated like any document we currently receive from Softwire for digital applications. It should have the status {{RECEIVED}} once it’s been transferred between S3 buckets.
* As with digital applications documents, the s3arn (pointing to the target S3 bucket) should be stored against the record in the DB.
* The new document will be returned automatically when viewing an application’s list of documents on the Identity tab / or when calling GET document by Id (getting pre-signed GET URL)

h2. Acceptance Criteria

h3. S1: Get Document upload PUT url / proposed document id - (201)

*Given* the ERO user has a document to upload
*And* the application has not been determined (including in-progress)
*And* the ID verification has not been confirmed
*When* they request a S3 PUT URL (POST /eors/{erodId}/applications/{applicationId}/document) with all the required parameters (gss code, filename, mime type, document type)
*Then* the the API will return a 201 response containing the S3 PUT pre-signed URL and the proposed document id that will be subsequently created.
*And* when the client uses the PUT URL, the file created will contain the meta data (gss code, filename, mime type, document type, proposed document id)

h3. S2: Processing S3 File Created Event (S3 SQS)

*Given* the ERO user has made the S3 PUT document request
*And* the application associated not been determined (including in-progress)
*And* the associated application ID verification has not been confirmed
*When* the S3 event is received
*Then* the SQS listener will copy the source file to the target bucket
*And* will remove the source file
*And* will create the new document within the database for the application

h2. Error Scenarios

h3. S3: Invalid Request - (400)

*Given* the ERO user has a document to upload
*And* the application has not been determined (including in-progress)
*And* the ID verification has not been confirmed
*When* they request a S3 PUT URL (POST /eors/{erodId}/applications/{applicationId}/document) without all the required parameters (gss code, filename, mime type, document type)
*Then* the the API will return a 400 Bad Request Response
Rules:

# gss code not in current ERO
# mime type - not supported type (on OpenAPI spec)
# document type not supported (tbc - use category 1 and 2 for now)
# any field not provided

h3. S4: Application’s ID verification is Determined - (409)

h3. S5: The application has been Determined (409)

(Note that it is not possible to approve an application without confirming the ID verification, so this scenario only applies to rejected applications)

*S6:* (i) (Plus the usual 401/403/404 etc)",To Do,,Krister Bone,,18/Aug/23 2:41 PM,11/Sep/23 12:01 PM,,,,EIP1-4308,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7208,Three,,Story,"*As a* overseas-admin processing an application
*I want* to confirm I’ve seen document evidence
*So that* I can approve id verification without uploading documents

----

h2. Context

The focus of this story is to enable the {{overseas-admin}} to indicate they have seen documents to confirm an electors id without havig to upload the actual document.

See VAC/POSTAL/PROXY /eros/{eroId}/applications/{applicationId}/documents/offline-document

----

h2. Requirements

* A document will be added to an application’s list of documents. 
* No document will be uploaded, only the type of document will be supplied.
* See [https://technologyprogramme.atlassian.net/browse/EIP1-6136|https://technologyprogramme.atlassian.net/browse/EIP1-6136|smart-link] to ensure the GetById for offline documents returns the ID  URL to allow document actions

----

h2. Acceptance Criteria

h3. S1: POST Offline Document - (201 Happy Path)

*Given* the ERO user wants to indicate they have seen an offline document
*And* the application has not been determined (including in-progress)
*And* the ID verification has not been confirmed
*When* they call the offline-document endpoint
*Then* the the API will return a 201 response to indicate the request has been saved with the application
*And* the document will be returned in the document collection from the Get Application By Id with a channel of “offline” (see VAC)

h2. Error Scenarios

h3. S3: Invalid Request - (400)

*Given* the ERO user wants to indicate they have seen an offline document
*And* the application has not been determined (including in-progress)
*And* the ID verification has not been confirmed
*When* a document type supplied is not defined in the supported list
*Then* the the API will return a 400 Bad Request Response
(this should be handled by the API gateway - we need to get a defined list of allowed documents - currently being refined - Cat1 and Cat 2 from VAC will be changing)

h3. S4: Application’s ID verification is Determined - (409)

h3. S5: The application has been Determined (409)

h3. *S6:* (i) (Plus the usual 401/403/404 etc)",To Do,,Krister Bone,,18/Aug/23 2:43 PM,08/Sep/23 2:34 PM,,,,EIP1-4308,,,,,,API|Beta|OE|Refined|Valtech,,,,
EIP1-7232,Three,,Story,"As an authorised user in the qualifying address tab 

I WANT to be able to record my progress in actions taken to verify an applicant’s right to vote via their prior registration 

so that I can process the application 

*Context*

*Screen designs*

!image-20230825-162101.png|width=100%!

h2. 

h2. *Acceptance Criteria*

*AC2: Automated register check*

Given an authorised user is processing an application

WHEN they click the automated register check of parent/guardian

THEN the user should navigate to the electoral register check page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7234|https://technologyprogramme.atlassian.net/browse/EIP1-7234|smart-link] )

AND the proof of relationship status should update based on updates to that page (confirmed/ not confirmed) 



*AC2: Paper register check*

Given an authorised user is processing an application

WHEN they click the paper register check of parent/guardian

THEN the user should navigate to the electoral register check page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7236|https://technologyprogramme.atlassian.net/browse/EIP1-7236|smart-link]  )

AND the proof of relationship status should update based on updates to that page (confirmed/ not confirmed) 



*AC3: Previous address check*

Given an authorised user is processing an application

WHEN they click the proof of relationship link 

THEN the user should navigate to the proof of relationship with parent/ legal guardian page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7253|https://technologyprogramme.atlassian.net/browse/EIP1-7253|smart-link] )

AND the proof of relationship status should update based on updates to that page (confirmed/ not confirmed) 



*AC4 : local data matching*

Given an authorised user is processing an application

WHEN they click the local data matching 

THEN the user should navigate to the electoral register check page ( see[https://technologyprogramme.atlassian.net/browse/EIP1-5283|https://technologyprogramme.atlassian.net/browse/EIP1-5283|smart-link] 

AND the  local data matching  should update based on updates to that page (confirmed/ not confirmed) 



*AC4 : Documentary evidence* 

Given an authorised user is processing an application

WHEN they click the documentary evidence

THEN the user should navigate to the electoral register check page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7358|https://technologyprogramme.atlassian.net/browse/EIP1-7358|smart-link] 

AND the local data matching should update based on updates to that page (confirmed/ not confirmed)



*AC6 : attestation* 

Given an authorised user is processing an application

WHEN they click the local data matching 

THEN the user should navigate to the electoral register check page ( see [https://technologyprogramme.atlassian.net/browse/EIP1-7239|https://technologyprogramme.atlassian.net/browse/EIP1-7239|smart-link] )

AND the  local data matching  should update based on updates to that page (confirmed/ not confirmed) ",To Do,,yusuf.eldin,,21/Aug/23 2:10 PM,11/Sep/23 9:59 PM,,,,EIP1-7230,,,,,,Beta|OE|Refined|UI|Valtech,,,,
